GAME_ID,GAME_DATE,SEASON,STATUS,PERIOD,TIME,POSTSEASON,ARENA,CITY,STATE,HOME_TEAM_ID,HOME_TEAM_ABBREVIATION,HOME_TEAM_FULL_NAME,HOME_TEAM_SCORE,VISITOR_TEAM_ID,VISITOR_TEAM_ABBREVIATION,VISITOR_TEAM_FULL_NAME,VISITOR_TEAM_SCORE
15908040,2025-01-20,2024,Final,4,Final,False,,,,6,CLE,Cleveland Cavaliers,118,24,PHX,Phoenix Suns,92
15908041,2025-01-20,2024,Final,4,Final,False,,,,10,GSW,Golden State Warriors,85,2,BOS,Boston Celtics,125
15908042,2025-01-20,2024,Final,5,Final,False,,,,19,NOP,New Orleans Pelicans,123,29,UTA,Utah Jazz,119
15908048,2025-01-20,2024,Final,4,Final,False,,,,13,LAC,LA Clippers,99,5,CHI,Chicago Bulls,112
15908043,2025-01-21,2024,Final,4,Final,False,,,,3,BKN,Brooklyn Nets,95,20,NYK,New York Knicks,99
15908044,2025-01-21,2024,Final,4,Final,False,,,,16,MIA,Miami Heat,107,25,POR,Portland Trail Blazers,116
15908045,2025-01-21,2024,Final,4,Final,False,,,,28,TOR,Toronto Raptors,109,22,ORL,Orlando Magic,93
15908046,2025-01-21,2024,Final,4,Final,False,,,,8,DEN,Denver Nuggets,144,23,PHI,Philadelphia 76ers,109
15908047,2025-01-21,2024,Final,4,Final,False,,,,14,LAL,Los Angeles Lakers,111,30,WAS,Washington Wizards,88
15908049,2025-01-22,2024,Final,4,Final,False,,,,1,ATL,Atlanta Hawks,104,9,DET,Detroit Pistons,114
15908050,2025-01-22,2024,Final,4,Final,False,,,,3,BKN,Brooklyn Nets,84,24,PHX,Phoenix Suns,108
15908051,2025-01-22,2024,Final,4,Final,False,,,,7,DAL,Dallas Mavericks,114,18,MIN,Minnesota Timberwolves,115
15908052,2025-01-22,2024,Final,4,Final,False,,,,11,HOU,Houston Rockets,109,6,CLE,Cleveland Cavaliers,108
15908053,2025-01-22,2024,Final,4,Final,False,,,,15,MEM,Memphis Grizzlies,132,4,CHA,Charlotte Hornets,120
15908055,2025-01-22,2024,Final,4,Final,False,,,,21,OKC,Oklahoma City Thunder,123,29,UTA,Utah Jazz,114
15908056,2025-01-22,2024,Final,4,Final,False,,,,26,SAC,Sacramento Kings,123,10,GSW,Golden State Warriors,117
15908057,2025-01-22,2024,Final,5,Final,False,,,,13,LAC,LA Clippers,113,2,BOS,Boston Celtics,117
15908058,2025-01-23,2024,Final,4,Final,False,,,,12,IND,Indiana Pacers,110,27,SAS,San Antonio Spurs,140
15908059,2025-01-23,2024,Final,4,Final,False,,,,22,ORL,Orlando Magic,79,25,POR,Portland Trail Blazers,101
15908060,2025-01-23,2024,Final,4,Final,False,,,,1,ATL,Atlanta Hawks,119,28,TOR,Toronto Raptors,122
15908061,2025-01-23,2024,Final,4,Final,False,,,,17,MIL,Milwaukee Bucks,125,16,MIA,Miami Heat,96
15908062,2025-01-23,2024,Final,4,Final,False,,,,21,OKC,Oklahoma City Thunder,115,7,DAL,Dallas Mavericks,121
15908063,2025-01-23,2024,Final,4,Final,False,,,,8,DEN,Denver Nuggets,132,26,SAC,Sacramento Kings,123
15908065,2025-01-23,2024,Final,4,Final,False,,,,10,GSW,Golden State Warriors,131,5,CHI,Chicago Bulls,106
15908066,2025-01-23,2024,Final,4,Final,False,,,,14,LAL,Los Angeles Lakers,117,2,BOS,Boston Celtics,96
15908714,2025-01-23,2024,Final,4,Final,False,,,,13,LAC,LA Clippers,110,30,WAS,Washington Wizards,93
15908067,2025-01-24,2024,Final,4,Final,False,,,,4,CHA,Charlotte Hornets,97,25,POR,Portland Trail Blazers,102
15908068,2025-01-24,2024,Final,4,Final,False,,,,23,PHI,Philadelphia 76ers,132,6,CLE,Cleveland Cavaliers,129
15908069,2025-01-24,2024,Final,4,Final,False,,,,15,MEM,Memphis Grizzlies,139,19,NOP,New Orleans Pelicans,126
15908070,2025-01-25,2024,Final,4,Final,False,,,,27,SAS,San Antonio Spurs,98,12,IND,Indiana Pacers,136
15908071,2025-01-25,2024,Final,4,Final,False,,,,18,MIN,Minnesota Timberwolves,133,8,DEN,Denver Nuggets,104
15908072,2025-01-25,2024,Final,4,Final,False,,,,7,DAL,Dallas Mavericks,107,2,BOS,Boston Celtics,122
15908073,2025-01-25,2024,Final,4,Final,False,,,,3,BKN,Brooklyn Nets,97,16,MIA,Miami Heat,106
15908074,2025-01-25,2024,Final,4,Final,False,,,,4,CHA,Charlotte Hornets,123,19,NOP,New Orleans Pelicans,92
15908075,2025-01-25,2024,Final,4,Final,False,,,,22,ORL,Orlando Magic,121,9,DET,Detroit Pistons,113
15908076,2025-01-25,2024,Final,4,Final,False,,,,1,ATL,Atlanta Hawks,94,28,TOR,Toronto Raptors,117
15908077,2025-01-25,2024,Final,4,Final,False,,,,6,CLE,Cleveland Cavaliers,131,11,HOU,Houston Rockets,135
15908078,2025-01-25,2024,Final,4,Final,False,,,,20,NYK,New York Knicks,143,26,SAC,Sacramento Kings,120
15908079,2025-01-25,2024,Final,4,Final,False,,,,5,CHI,Chicago Bulls,97,23,PHI,Philadelphia 76ers,109
15908080,2025-01-25,2024,Final,4,Final,False,,,,15,MEM,Memphis Grizzlies,125,29,UTA,Utah Jazz,103
15908081,2025-01-25,2024,Final,4,Final,False,,,,10,GSW,Golden State Warriors,108,14,LAL,Los Angeles Lakers,118
15908082,2025-01-25,2024,Final,4,Final,False,,,,24,PHX,Phoenix Suns,119,30,WAS,Washington Wizards,109
15908083,2025-01-25,2024,Final,4,Final,False,,,,13,LAC,LA Clippers,127,17,MIL,Milwaukee Bucks,117
15908084,2025-01-26,2024,Final,4,Final,False,,,,25,POR,Portland Trail Blazers,108,21,OKC,Oklahoma City Thunder,118
15908085,2025-01-27,2024,Final,4,Final,False,,,,4,CHA,Charlotte Hornets,107,14,LAL,Los Angeles Lakers,112
15908086,2025-01-27,2024,Final,4,Final,False,,,,6,CLE,Cleveland Cavaliers,110,9,DET,Detroit Pistons,91
15908087,2025-01-27,2024,Final,4,Final,False,,,,2,BOS,Boston Celtics,112,11,HOU,Houston Rockets,114
15908088,2025-01-27,2024,Final,4,Final,False,,,,3,BKN,Brooklyn Nets,96,26,SAC,Sacramento Kings,110
15908089,2025-01-27,2024,Final,6,Final,False,,,,16,MIA,Miami Heat,125,22,ORL,Orlando Magic,119
15908090,2025-01-27,2024,Final,4,Final,False,,,,20,NYK,New York Knicks,143,15,MEM,Memphis Grizzlies,106
15908091,2025-01-27,2024,Final,4,Final,False,,,,28,TOR,Toronto Raptors,113,19,NOP,New Orleans Pelicans,104
15908092,2025-01-27,2024,Final,4,Final,False,,,,5,CHI,Chicago Bulls,129,8,DEN,Denver Nuggets,121
15908093,2025-01-27,2024,Final,4,Final,False,,,,18,MIN,Minnesota Timberwolves,100,1,ATL,Atlanta Hawks,92
15908094,2025-01-27,2024,Final,4,Final,False,,,,7,DAL,Dallas Mavericks,130,30,WAS,Washington Wizards,108
15908095,2025-01-27,2024,Final,4,Final,False,,,,29,UTA,Utah Jazz,110,17,MIL,Milwaukee Bucks,125
15908096,2025-01-27,2024,Final,4,Final,False,,,,24,PHX,Phoenix Suns,111,13,LAC,LA Clippers,109
15907969,2025-01-28,2024,Final,4,Final,False,,,,1,ATL,Atlanta Hawks,96,11,HOU,Houston Rockets,100
15908097,2025-01-28,2024,Final,4,Final,False,,,,23,PHI,Philadelphia 76ers,118,14,LAL,Los Angeles Lakers,104
15908098,2025-01-28,2024,Final,4,Final,False,,,,10,GSW,Golden State Warriors,114,29,UTA,Utah Jazz,103
15908099,2025-01-28,2024,Final,4,Final,False,,,,25,POR,Portland Trail Blazers,125,17,MIL,Milwaukee Bucks,112
15908100,2025-01-29,2024,Final,4,Final,False,,,,4,CHA,Charlotte Hornets,83,3,BKN,Brooklyn Nets,104
15908101,2025-01-29,2024,Final,4,Final,False,,,,12,IND,Indiana Pacers,133,9,DET,Detroit Pistons,119
15908102,2025-01-29,2024,Final,4,Final,False,,,,30,WAS,Washington Wizards,82,28,TOR,Toronto Raptors,106
15908103,2025-01-29,2024,Final,4,Final,False,,,,2,BOS,Boston Celtics,122,5,CHI,Chicago Bulls,100
15908104,2025-01-29,2024,Final,4,Final,False,,,,16,MIA,Miami Heat,106,6,CLE,Cleveland Cavaliers,126
15908105,2025-01-29,2024,Final,4,Final,False,,,,20,NYK,New York Knicks,122,8,DEN,Denver Nuggets,112
15908106,2025-01-29,2024,Final,4,Final,False,,,,23,PHI,Philadelphia 76ers,117,26,SAC,Sacramento Kings,104
15908107,2025-01-29,2024,Final,4,Final,False,,,,19,NOP,New Orleans Pelicans,136,7,DAL,Dallas Mavericks,137
15908108,2025-01-29,2024,Final,4,Final,False,,,,27,SAS,San Antonio Spurs,116,13,LAC,LA Clippers,128
15908109,2025-01-29,2024,Final,4,Final,False,,,,24,PHX,Phoenix Suns,113,18,MIN,Minnesota Timberwolves,121
15908110,2025-01-29,2024,Final,4,Final,False,,,,10,GSW,Golden State Warriors,116,21,OKC,Oklahoma City Thunder,109
15908111,2025-01-30,2024,Final,4,Final,False,,,,30,WAS,Washington Wizards,96,14,LAL,Los Angeles Lakers,134
15908112,2025-01-30,2024,Final,4,Final,False,,,,6,CLE,Cleveland Cavaliers,137,1,ATL,Atlanta Hawks,115
15908113,2025-01-30,2024,Final,4,Final,False,,,,15,MEM,Memphis Grizzlies,120,11,HOU,Houston Rockets,119
15908114,2025-01-30,2024,Final,4,Final,False,,,,29,UTA,Utah Jazz,113,18,MIN,Minnesota Timberwolves,138
15908115,2025-01-30,2024,Final,4,Final,False,,,,25,POR,Portland Trail Blazers,119,22,ORL,Orlando Magic,90
15908116,2025-01-31,2024,Final,4,Final,False,,,,4,CHA,Charlotte Hornets,104,13,LAC,LA Clippers,112
15908117,2025-01-31,2024,Final,4,Final,False,,,,9,DET,Detroit Pistons,117,7,DAL,Dallas Mavericks,102
15908118,2025-01-31,2024,Final,4,Final,False,,,,23,PHI,Philadelphia 76ers,134,8,DEN,Denver Nuggets,137
15908119,2025-01-31,2024,Final,4,Final,False,,,,28,TOR,Toronto Raptors,106,5,CHI,Chicago Bulls,122
15908120,2025-01-31,2024,Final,4,Final,False,,,,19,NOP,New Orleans Pelicans,116,2,BOS,Boston Celtics,118
15908121,2025-01-31,2024,Final,4,Final,False,,,,27,SAS,San Antonio Spurs,144,17,MIL,Milwaukee Bucks,118
15908122,2025-01-31,2024,Final,4,Final,False,,,,10,GSW,Golden State Warriors,105,24,PHX,Phoenix Suns,130
15908123,2025-02-01,2024,Final,4,Final,False,,,,12,IND,Indiana Pacers,132,1,ATL,Atlanta Hawks,127
15908124,2025-02-01,2024,Final,4,Final,False,,,,29,UTA,Utah Jazz,113,22,ORL,Orlando Magic,99
15908125,2025-02-01,2024,Final,4,Final,False,,,,4,CHA,Charlotte Hornets,104,8,DEN,Denver Nuggets,107
15908126,2025-02-01,2024,Final,4,Final,False,,,,11,HOU,Houston Rockets,98,3,BKN,Brooklyn Nets,110
15908127,2025-02-01,2024,Final,4,Final,False,,,,18,MIN,Minnesota Timberwolves,103,30,WAS,Washington Wizards,105
15908128,2025-02-01,2024,Final,4,Final,False,,,,21,OKC,Oklahoma City Thunder,144,26,SAC,Sacramento Kings,110
15908129,2025-02-01,2024,Final,4,Final,False,,,,20,NYK,New York Knicks,112,14,LAL,Los Angeles Lakers,128
15908130,2025-02-01,2024,Final,4,Final,False,,,,27,SAS,San Antonio Spurs,103,16,MIA,Miami Heat,105
15908131,2025-02-01,2024,Final,4,Final,False,,,,25,POR,Portland Trail Blazers,127,24,PHX,Phoenix Suns,108
15908132,2025-02-02,2024,Final,4,Final,False,,,,9,DET,Detroit Pistons,127,5,CHI,Chicago Bulls,119
15908133,2025-02-02,2024,Final,4,Final,False,,,,6,CLE,Cleveland Cavaliers,144,7,DAL,Dallas Mavericks,101
15908134,2025-02-02,2024,Final,4,Final,False,,,,28,TOR,Toronto Raptors,115,13,LAC,LA Clippers,108
15908135,2025-02-02,2024,Final,4,Final,False,,,,23,PHI,Philadelphia 76ers,110,2,BOS,Boston Celtics,118
15908136,2025-02-02,2024,Final,4,Final,False,,,,17,MIL,Milwaukee Bucks,119,15,MEM,Memphis Grizzlies,132
15908137,2025-02-03,2024,Final,4,Final,False,,,,4,CHA,Charlotte Hornets,114,30,WAS,Washington Wizards,124
15908138,2025-02-03,2024,Final,4,Final,False,,,,9,DET,Detroit Pistons,130,1,ATL,Atlanta Hawks,132
15908139,2025-02-03,2024,Final,4,Final,False,,,,20,NYK,New York Knicks,124,11,HOU,Houston Rockets,118
15908140,2025-02-03,2024,Final,4,Final,False,,,,15,MEM,Memphis Grizzlies,128,27,SAS,San Antonio Spurs,109
15908141,2025-02-03,2024,Final,4,Final,False,,,,18,MIN,Minnesota Timberwolves,114,26,SAC,Sacramento Kings,116
15908142,2025-02-03,2024,Final,4,Final,False,,,,21,OKC,Oklahoma City Thunder,125,17,MIL,Milwaukee Bucks,96
15908143,2025-02-03,2024,Final,4,Final,False,,,,8,DEN,Denver Nuggets,125,19,NOP,New Orleans Pelicans,113
15908144,2025-02-03,2024,Final,4,Final,False,,,,29,UTA,Utah Jazz,111,12,IND,Indiana Pacers,112
15908145,2025-02-03,2024,Final,4,Final,False,,,,10,GSW,Golden State Warriors,104,22,ORL,Orlando Magic,99
15908146,2025-02-03,2024,Final,5,Final,False,,,,25,POR,Portland Trail Blazers,121,24,PHX,Phoenix Suns,119
15908147,2025-02-04,2024,Final,4,Final,False,,,,6,CLE,Cleveland Cavaliers,105,2,BOS,Boston Celtics,112
15908148,2025-02-04,2024,Final,4,Final,False,,,,3,BKN,Brooklyn Nets,99,11,HOU,Houston Rockets,97
15908149,2025-02-04,2024,Final,4,Final,False,,,,23,PHI,Philadelphia 76ers,118,7,DAL,Dallas Mavericks,116
15908150,2025-02-04,2024,Final,4,Final,False,,,,28,TOR,Toronto Raptors,115,20,NYK,New York Knicks,121
15908151,2025-02-04,2024,Final,4,Final,False,,,,5,CHI,Chicago Bulls,133,16,MIA,Miami Heat,124
15908152,2025-02-04,2024,Final,4,Final,False,,,,13,LAC,LA Clippers,97,14,LAL,Los Angeles Lakers,122
15908153,2025-02-04,2024,Final,4,Final,False,,,,25,POR,Portland Trail Blazers,112,12,IND,Indiana Pacers,89
15908154,2025-02-05,2024,Final,4,Final,False,,,,4,CHA,Charlotte Hornets,102,17,MIL,Milwaukee Bucks,112
15908155,2025-02-05,2024,Final,4,Final,False,,,,9,DET,Detroit Pistons,115,6,CLE,Cleveland Cavaliers,118
15908156,2025-02-05,2024,Final,4,Final,False,,,,1,ATL,Atlanta Hawks,125,27,SAS,San Antonio Spurs,126
15908157,2025-02-05,2024,Final,4,Final,False,,,,3,BKN,Brooklyn Nets,102,30,WAS,Washington Wizards,119
15908158,2025-02-05,2024,Final,4,Final,False,,,,23,PHI,Philadelphia 76ers,101,16,MIA,Miami Heat,108
15908159,2025-02-05,2024,Final,4,Final,False,,,,28,TOR,Toronto Raptors,107,15,MEM,Memphis Grizzlies,138
15908160,2025-02-05,2024,Final,4,Final,False,,,,18,MIN,Minnesota Timberwolves,127,5,CHI,Chicago Bulls,108
15908161,2025-02-05,2024,Final,4,Final,False,,,,21,OKC,Oklahoma City Thunder,140,24,PHX,Phoenix Suns,109
15908162,2025-02-05,2024,Final,4,Final,False,,,,29,UTA,Utah Jazz,131,10,GSW,Golden State Warriors,128
15908163,2025-02-05,2024,Final,4,Final,False,,,,8,DEN,Denver Nuggets,144,19,NOP,New Orleans Pelicans,119
15908164,2025-02-05,2024,Final,4,Final,False,,,,26,SAC,Sacramento Kings,111,22,ORL,Orlando Magic,130
15908165,2025-02-06,2024,Final,4,Final,False,,,,2,BOS,Boston Celtics,120,7,DAL,Dallas Mavericks,127
15908166,2025-02-06,2024,Final,4,Final,False,,,,18,MIN,Minnesota Timberwolves,127,11,HOU,Houston Rockets,114
15908167,2025-02-06,2024,Final,4,Final,False,,,,8,DEN,Denver Nuggets,112,22,ORL,Orlando Magic,90
15908168,2025-02-06,2024,Final,4,Final,False,,,,14,LAL,Los Angeles Lakers,120,10,GSW,Golden State Warriors,112
15908169,2025-02-06,2024,Final,4,Final,False,,,,25,POR,Portland Trail Blazers,108,26,SAC,Sacramento Kings,100
15908170,2025-02-06,2024,Final,4,Final,False,,,,13,LAC,LA Clippers,112,12,IND,Indiana Pacers,119
15908171,2025-02-07,2024,Final,4,Final,False,,,,4,CHA,Charlotte Hornets,117,27,SAS,San Antonio Spurs,116
15908172,2025-02-07,2024,Final,4,Final,False,,,,30,WAS,Washington Wizards,124,6,CLE,Cleveland Cavaliers,134
15908173,2025-02-07,2024,Final,4,Final,False,,,,1,ATL,Atlanta Hawks,115,17,MIL,Milwaukee Bucks,110
15908174,2025-02-07,2024,Final,4,Final,False,,,,3,BKN,Brooklyn Nets,102,16,MIA,Miami Heat,86
15908175,2025-02-07,2024,Final,4,Final,False,,,,9,DET,Detroit Pistons,125,23,PHI,Philadelphia 76ers,112
15908176,2025-02-07,2024,Final,4,Final,False,,,,21,OKC,Oklahoma City Thunder,121,28,TOR,Toronto Raptors,109
15908177,2025-02-07,2024,Final,5,Final,False,,,,24,PHX,Phoenix Suns,135,29,UTA,Utah Jazz,127
15908178,2025-02-08,2024,Final,4,Final,False,,,,7,DAL,Dallas Mavericks,116,11,HOU,Houston Rockets,105
15908179,2025-02-08,2024,Final,4,Final,False,,,,14,LAL,Los Angeles Lakers,124,12,IND,Indiana Pacers,117
15908180,2025-02-08,2024,Final,4,Final,False,,,,22,ORL,Orlando Magic,112,27,SAS,San Antonio Spurs,111
15908181,2025-02-08,2024,Final,4,Final,False,,,,30,WAS,Washington Wizards,111,1,ATL,Atlanta Hawks,125
15908182,2025-02-08,2024,Final,4,Final,False,,,,5,CHI,Chicago Bulls,111,10,GSW,Golden State Warriors,132
15908183,2025-02-08,2024,Final,4,Final,False,,,,15,MEM,Memphis Grizzlies,112,21,OKC,Oklahoma City Thunder,125
15908184,2025-02-08,2024,Final,4,Final,False,,,,18,MIN,Minnesota Timberwolves,114,25,POR,Portland Trail Blazers,98
15908185,2025-02-08,2024,Final,4,Final,False,,,,20,NYK,New York Knicks,104,2,BOS,Boston Celtics,131
15908480,2025-02-08,2024,Final,4,Final,False,,,,24,PHX,Phoenix Suns,105,8,DEN,Denver Nuggets,122
15908481,2025-02-08,2024,Final,4,Final,False,,,,26,SAC,Sacramento Kings,123,19,NOP,New Orleans Pelicans,118
15908482,2025-02-08,2024,Final,4,Final,False,,,,13,LAC,LA Clippers,130,29,UTA,Utah Jazz,110
15908483,2025-02-09,2024,Final,4,Final,False,,,,9,DET,Detroit Pistons,112,4,CHA,Charlotte Hornets,102
15908484,2025-02-09,2024,Final,4,Final,False,,,,11,HOU,Houston Rockets,94,28,TOR,Toronto Raptors,87
15908485,2025-02-09,2024,Final,4,Final,False,,,,17,MIL,Milwaukee Bucks,135,23,PHI,Philadelphia 76ers,127
15908486,2025-02-10,2024,Final,4,Final,False,,,,6,CLE,Cleveland Cavaliers,128,18,MIN,Minnesota Timberwolves,107
15908487,2025-02-10,2024,Final,4,Final,False,,,,22,ORL,Orlando Magic,106,1,ATL,Atlanta Hawks,112
15908488,2025-02-10,2024,Final,4,Final,False,,,,30,WAS,Washington Wizards,121,27,SAS,San Antonio Spurs,131
15908489,2025-02-10,2024,Final,4,Final,False,,,,3,BKN,Brooklyn Nets,97,4,CHA,Charlotte Hornets,89
15908490,2025-02-10,2024,Final,4,Final,False,,,,16,MIA,Miami Heat,85,2,BOS,Boston Celtics,103
15908491,2025-02-10,2024,Final,4,Final,False,,,,17,MIL,Milwaukee Bucks,111,10,GSW,Golden State Warriors,125
15908492,2025-02-10,2024,Final,4,Final,False,,,,21,OKC,Oklahoma City Thunder,137,19,NOP,New Orleans Pelicans,101
15908493,2025-02-10,2024,Final,5,Final,False,,,,7,DAL,Dallas Mavericks,128,26,SAC,Sacramento Kings,129
15908494,2025-02-10,2024,Final,4,Final,False,,,,8,DEN,Denver Nuggets,146,25,POR,Portland Trail Blazers,117
15908499,2025-02-10,2024,Final,4,Final,False,,,,14,LAL,Los Angeles Lakers,132,29,UTA,Utah Jazz,113
15908495,2025-02-11,2024,Final,4,Final,False,,,,23,PHI,Philadelphia 76ers,103,28,TOR,Toronto Raptors,106
15908496,2025-02-11,2024,Final,4,Final,False,,,,12,IND,Indiana Pacers,115,20,NYK,New York Knicks,128
15908497,2025-02-11,2024,Final,4,Final,False,,,,5,CHI,Chicago Bulls,92,9,DET,Detroit Pistons,132
15908498,2025-02-11,2024,Final,4,Final,False,,,,24,PHX,Phoenix Suns,112,15,MEM,Memphis Grizzlies,119
15908500,2025-02-12,2024,Final,4,Final,False,,,,2,BOS,Boston Celtics,116,27,SAS,San Antonio Spurs,103
15908501,2025-02-12,2024,Final,4,Final,False,,,,22,ORL,Orlando Magic,102,4,CHA,Charlotte Hornets,86
15908502,2025-02-12,2024,Final,5,Final,False,,,,30,WAS,Washington Wizards,130,12,IND,Indiana Pacers,134
15908503,2025-02-12,2024,Final,4,Final,False,,,,3,BKN,Brooklyn Nets,100,23,PHI,Philadelphia 76ers,96
15908504,2025-02-12,2024,Final,5,Final,False,,,,20,NYK,New York Knicks,149,1,ATL,Atlanta Hawks,148
15908505,2025-02-12,2024,Final,4,Final,False,,,,28,TOR,Toronto Raptors,108,6,CLE,Cleveland Cavaliers,131
15908506,2025-02-12,2024,Final,4,Final,False,,,,5,CHI,Chicago Bulls,110,9,DET,Detroit Pistons,128
15908507,2025-02-12,2024,Final,4,Final,False,,,,18,MIN,Minnesota Timberwolves,101,17,MIL,Milwaukee Bucks,103
15908508,2025-02-12,2024,Final,4,Final,False,,,,19,NOP,New Orleans Pelicans,111,26,SAC,Sacramento Kings,119
15908509,2025-02-12,2024,Final,4,Final,False,,,,21,OKC,Oklahoma City Thunder,115,16,MIA,Miami Heat,101
15908510,2025-02-12,2024,Final,4,Final,False,,,,11,HOU,Houston Rockets,119,24,PHX,Phoenix Suns,111
15908511,2025-02-12,2024,Final,4,Final,False,,,,8,DEN,Denver Nuggets,132,25,POR,Portland Trail Blazers,121
15908512,2025-02-12,2024,Final,4,Final,False,,,,29,UTA,Utah Jazz,131,14,LAL,Los Angeles Lakers,119
15908513,2025-02-12,2024,Final,4,Final,False,,,,7,DAL,Dallas Mavericks,111,10,GSW,Golden State Warriors,107
15908514,2025-02-12,2024,Final,4,Final,False,,,,13,LAC,LA Clippers,128,15,MEM,Memphis Grizzlies,114
15908515,2025-02-13,2024,Final,4,Final,False,,,,11,HOU,Houston Rockets,98,10,GSW,Golden State Warriors,105
15908516,2025-02-13,2024,Final,5,Final,False,,,,19,NOP,New Orleans Pelicans,140,26,SAC,Sacramento Kings,133
15908517,2025-02-13,2024,Final,4,Final,False,,,,7,DAL,Dallas Mavericks,118,16,MIA,Miami Heat,113
15908518,2025-02-13,2024,Final,4,Final,False,,,,18,MIN,Minnesota Timberwolves,116,21,OKC,Oklahoma City Thunder,101
15908735,2025-02-13,2024,Final,5,Final,False,,,,29,UTA,Utah Jazz,116,13,LAC,LA Clippers,120
15907961,2025-02-19,2024,Final,4,Final,False,,,,14,LAL,Los Angeles Lakers,97,4,CHA,Charlotte Hornets,100
15908519,2025-02-20,2024,Final,4,Final,False,,,,12,IND,Indiana Pacers,127,15,MEM,Memphis Grizzlies,113
15908520,2025-02-20,2024,Final,4,Final,False,,,,23,PHI,Philadelphia 76ers,104,2,BOS,Boston Celtics,124
15908521,2025-02-20,2024,Final,4,Final,False,,,,1,ATL,Atlanta Hawks,108,22,ORL,Orlando Magic,114
15908522,2025-02-20,2024,Final,4,Final,False,,,,3,BKN,Brooklyn Nets,97,6,CLE,Cleveland Cavaliers,110
15908523,2025-02-20,2024,Final,5,Final,False,,,,20,NYK,New York Knicks,113,5,CHI,Chicago Bulls,111
15908524,2025-02-20,2024,Final,4,Final,False,,,,17,MIL,Milwaukee Bucks,116,13,LAC,LA Clippers,110
15908525,2025-02-20,2024,Final,4,Final,False,,,,8,DEN,Denver Nuggets,129,4,CHA,Charlotte Hornets,115
15908526,2025-02-20,2024,Final,4,Final,False,,,,27,SAS,San Antonio Spurs,120,24,PHX,Phoenix Suns,109
15908527,2025-02-20,2024,Final,4,Final,False,,,,25,POR,Portland Trail Blazers,102,14,LAL,Los Angeles Lakers,110
15908528,2025-02-21,2024,Final,4,Final,False,,,,6,CLE,Cleveland Cavaliers,142,20,NYK,New York Knicks,105
15908529,2025-02-21,2024,Final,4,Final,False,,,,22,ORL,Orlando Magic,104,15,MEM,Memphis Grizzlies,105
15908530,2025-02-21,2024,Final,4,Final,False,,,,30,WAS,Washington Wizards,101,17,MIL,Milwaukee Bucks,104
15908531,2025-02-21,2024,Final,5,Final,False,,,,28,TOR,Toronto Raptors,111,16,MIA,Miami Heat,120
15908532,2025-02-21,2024,Final,4,Final,False,,,,11,HOU,Houston Rockets,121,18,MIN,Minnesota Timberwolves,115
15908533,2025-02-21,2024,Final,4,Final,False,,,,27,SAS,San Antonio Spurs,110,9,DET,Detroit Pistons,125
15908534,2025-02-21,2024,Final,4,Final,False,,,,7,DAL,Dallas Mavericks,111,19,NOP,New Orleans Pelicans,103
15908535,2025-02-21,2024,Final,4,Final,False,,,,29,UTA,Utah Jazz,107,21,OKC,Oklahoma City Thunder,130
15908536,2025-02-21,2024,Final,4,Final,False,,,,26,SAC,Sacramento Kings,108,10,GSW,Golden State Warriors,132
15908537,2025-02-22,2024,Final,4,Final,False,,,,5,CHI,Chicago Bulls,117,24,PHX,Phoenix Suns,121
15908538,2025-02-22,2024,Final,4,Final,False,,,,23,PHI,Philadelphia 76ers,103,3,BKN,Brooklyn Nets,105
15908539,2025-02-22,2024,Final,4,Final,False,,,,8,DEN,Denver Nuggets,100,14,LAL,Los Angeles Lakers,123
15908540,2025-02-22,2024,Final,4,Final,False,,,,29,UTA,Utah Jazz,124,11,HOU,Houston Rockets,115
15908541,2025-02-22,2024,Final,4,Final,False,,,,25,POR,Portland Trail Blazers,141,4,CHA,Charlotte Hornets,88
15908542,2025-02-23,2024,Final,4,Final,False,,,,2,BOS,Boston Celtics,118,20,NYK,New York Knicks,105
15908543,2025-02-23,2024,Final,4,Final,False,,,,10,GSW,Golden State Warriors,126,7,DAL,Dallas Mavericks,102
15908544,2025-02-23,2024,Final,4,Final,False,,,,12,IND,Indiana Pacers,129,13,LAC,LA Clippers,111
15908545,2025-02-23,2024,Final,4,Final,False,,,,1,ATL,Atlanta Hawks,143,9,DET,Detroit Pistons,148
15908546,2025-02-23,2024,Final,4,Final,False,,,,22,ORL,Orlando Magic,110,30,WAS,Washington Wizards,90
15908547,2025-02-23,2024,Final,4,Final,False,,,,28,TOR,Toronto Raptors,127,24,PHX,Phoenix Suns,109
15908548,2025-02-23,2024,Final,4,Final,False,,,,17,MIL,Milwaukee Bucks,120,16,MIA,Miami Heat,113
15908549,2025-02-23,2024,Final,4,Final,False,,,,19,NOP,New Orleans Pelicans,114,27,SAS,San Antonio Spurs,96
15908550,2025-02-23,2024,Final,4,Final,False,,,,6,CLE,Cleveland Cavaliers,129,15,MEM,Memphis Grizzlies,123
15908551,2025-02-23,2024,Final,4,Final,False,,,,18,MIN,Minnesota Timberwolves,123,21,OKC,Oklahoma City Thunder,130
15908552,2025-02-24,2024,Final,4,Final,False,,,,9,DET,Detroit Pistons,106,13,LAC,LA Clippers,97
15908553,2025-02-24,2024,Final,4,Final,False,,,,12,IND,Indiana Pacers,116,8,DEN,Denver Nuggets,125
15908554,2025-02-24,2024,Final,4,Final,False,,,,23,PHI,Philadelphia 76ers,110,5,CHI,Chicago Bulls,142
