GAME_ID,GAME_DATE,SEASON,STATUS,PERIOD,TIME,POSTSEASON,ARENA,CITY,STATE,HOME_TEAM_ID,HOME_TEAM_ABBREVIATION,HOME_TEAM_FULL_NAME,HOME_TEAM_SCORE,VISITOR_TEAM_ID,VISITOR_TEAM_ABBREVIATION,VISITOR_TEAM_FULL_NAME,VISITOR_TEAM_SCORE
15908555,2025-02-24,2024,Final,4,Final,False,,,,30,WAS,Washington Wizards,107,3,BKN,Brooklyn Nets,99
15908556,2025-02-24,2024,Final,4,Final,False,,,,1,ATL,Atlanta Hawks,98,16,MIA,Miami Heat,86
15908557,2025-02-24,2024,Final,5,Final,False,,,,21,OKC,Oklahoma City Thunder,128,18,MIN,Minnesota Timberwolves,131
15908558,2025-02-24,2024,Final,4,Final,False,,,,29,UTA,Utah Jazz,112,25,POR,Portland Trail Blazers,114
15908559,2025-02-24,2024,Final,4,Final,False,,,,26,SAC,Sacramento Kings,130,4,CHA,Charlotte Hornets,88
15908560,2025-02-25,2024,Final,4,Final,False,,,,28,TOR,Toronto Raptors,101,2,BOS,Boston Celtics,111
15908561,2025-02-25,2024,Final,4,Final,False,,,,22,ORL,Orlando Magic,82,6,CLE,Cleveland Cavaliers,122
15908562,2025-02-25,2024,Final,4,Final,False,,,,11,HOU,Houston Rockets,100,17,MIL,Milwaukee Bucks,97
15908563,2025-02-25,2024,Final,5,Final,False,,,,15,MEM,Memphis Grizzlies,151,24,PHX,Phoenix Suns,148
15908564,2025-02-25,2024,Final,4,Final,False,,,,19,NOP,New Orleans Pelicans,109,27,SAS,San Antonio Spurs,103
15908565,2025-02-25,2024,Final,4,Final,False,,,,10,GSW,Golden State Warriors,128,4,CHA,Charlotte Hornets,92
15908566,2025-02-25,2024,Final,4,Final,False,,,,14,LAL,Los Angeles Lakers,107,7,DAL,Dallas Mavericks,99
15908567,2025-02-26,2024,Final,4,Final,False,,,,9,DET,Detroit Pistons,117,2,BOS,Boston Celtics,97
15908568,2025-02-26,2024,Final,4,Final,False,,,,12,IND,Indiana Pacers,111,28,TOR,Toronto Raptors,91
15908569,2025-02-26,2024,Final,4,Final,False,,,,20,NYK,New York Knicks,110,23,PHI,Philadelphia 76ers,105
15908570,2025-02-26,2024,Final,4,Final,False,,,,30,WAS,Washington Wizards,121,25,POR,Portland Trail Blazers,129
15908571,2025-02-26,2024,Final,4,Final,False,,,,3,BKN,Brooklyn Nets,121,21,OKC,Oklahoma City Thunder,129
15908572,2025-02-26,2024,Final,4,Final,False,,,,16,MIA,Miami Heat,131,1,ATL,Atlanta Hawks,109
15908573,2025-02-26,2024,Final,4,Final,False,,,,5,CHI,Chicago Bulls,117,13,LAC,LA Clippers,122
15908574,2025-02-26,2024,Final,4,Final,False,,,,29,UTA,Utah Jazz,101,26,SAC,Sacramento Kings,118
15908575,2025-02-26,2024,Final,4,Final,False,,,,11,HOU,Houston Rockets,118,27,SAS,San Antonio Spurs,106
15908576,2025-02-27,2024,Final,4,Final,False,,,,22,ORL,Orlando Magic,115,10,GSW,Golden State Warriors,121
15908577,2025-02-27,2024,Final,4,Final,False,,,,17,MIL,Milwaukee Bucks,121,8,DEN,Denver Nuggets,112
15908578,2025-02-27,2024,Final,4,Final,False,,,,7,DAL,Dallas Mavericks,103,4,CHA,Charlotte Hornets,96
15908579,2025-02-27,2024,Final,4,Final,False,,,,24,PHX,Phoenix Suns,116,19,NOP,New Orleans Pelicans,124
15908580,2025-02-27,2024,Final,4,Final,False,,,,14,LAL,Los Angeles Lakers,111,18,MIN,Minnesota Timberwolves,102
15908581,2025-02-28,2024,Final,4,Final,False,,,,9,DET,Detroit Pistons,119,8,DEN,Denver Nuggets,134
15908582,2025-02-28,2024,Final,4,Final,False,,,,1,ATL,Atlanta Hawks,119,21,OKC,Oklahoma City Thunder,135
15908583,2025-02-28,2024,Final,4,Final,False,,,,2,BOS,Boston Celtics,116,6,CLE,Cleveland Cavaliers,123
15908584,2025-02-28,2024,Final,4,Final,False,,,,3,BKN,Brooklyn Nets,102,25,POR,Portland Trail Blazers,121
15908585,2025-02-28,2024,Final,4,Final,False,,,,16,MIA,Miami Heat,125,12,IND,Indiana Pacers,120
15908586,2025-02-28,2024,Final,5,Final,False,,,,5,CHI,Chicago Bulls,125,28,TOR,Toronto Raptors,115
15908587,2025-02-28,2024,Final,4,Final,False,,,,15,MEM,Memphis Grizzlies,113,20,NYK,New York Knicks,114
15908588,2025-02-28,2024,Final,4,Final,False,,,,24,PHX,Phoenix Suns,125,19,NOP,New Orleans Pelicans,108
15908589,2025-02-28,2024,Final,4,Final,False,,,,29,UTA,Utah Jazz,117,18,MIN,Minnesota Timberwolves,116
15908590,2025-02-28,2024,Final,4,Final,False,,,,14,LAL,Los Angeles Lakers,106,13,LAC,LA Clippers,102
15908591,2025-03-01,2024,Final,4,Final,False,,,,4,CHA,Charlotte Hornets,100,30,WAS,Washington Wizards,113
15908592,2025-03-01,2024,Final,4,Final,False,,,,9,DET,Detroit Pistons,115,3,BKN,Brooklyn Nets,94
15908593,2025-03-01,2024,Final,4,Final,False,,,,11,HOU,Houston Rockets,103,26,SAC,Sacramento Kings,113
15908594,2025-03-01,2024,Final,4,Final,False,,,,15,MEM,Memphis Grizzlies,128,27,SAS,San Antonio Spurs,130
15908595,2025-03-01,2024,Final,4,Final,False,,,,23,PHI,Philadelphia 76ers,126,10,GSW,Golden State Warriors,119
15908596,2025-03-01,2024,Final,4,Final,False,,,,7,DAL,Dallas Mavericks,117,17,MIL,Milwaukee Bucks,132
15908597,2025-03-02,2024,Final,4,Final,False,,,,2,BOS,Boston Celtics,110,8,DEN,Denver Nuggets,103
15908598,2025-03-02,2024,Final,5,Final,False,,,,6,CLE,Cleveland Cavaliers,133,25,POR,Portland Trail Blazers,129
15908599,2025-03-02,2024,Final,4,Final,False,,,,12,IND,Indiana Pacers,127,5,CHI,Chicago Bulls,112
15908600,2025-03-02,2024,Final,5,Final,False,,,,16,MIA,Miami Heat,112,20,NYK,New York Knicks,116
15908601,2025-03-02,2024,Final,4,Final,False,,,,22,ORL,Orlando Magic,102,28,TOR,Toronto Raptors,104
15908602,2025-03-02,2024,Final,4,Final,False,,,,27,SAS,San Antonio Spurs,132,21,OKC,Oklahoma City Thunder,146
15908603,2025-03-02,2024,Final,4,Final,False,,,,29,UTA,Utah Jazz,121,19,NOP,New Orleans Pelicans,128
15908604,2025-03-02,2024,Final,4,Final,False,,,,24,PHX,Phoenix Suns,98,18,MIN,Minnesota Timberwolves,116
15908605,2025-03-02,2024,Final,4,Final,False,,,,14,LAL,Los Angeles Lakers,108,13,LAC,LA Clippers,102
15908606,2025-03-03,2024,Final,4,Final,False,,,,4,CHA,Charlotte Hornets,101,10,GSW,Golden State Warriors,119
15908607,2025-03-03,2024,Final,4,Final,False,,,,23,PHI,Philadelphia 76ers,102,25,POR,Portland Trail Blazers,119
15908608,2025-03-03,2024,Final,4,Final,False,,,,16,MIA,Miami Heat,106,30,WAS,Washington Wizards,90
15908609,2025-03-03,2024,Final,4,Final,False,,,,15,MEM,Memphis Grizzlies,130,1,ATL,Atlanta Hawks,132
15908610,2025-03-03,2024,Final,4,Final,False,,,,21,OKC,Oklahoma City Thunder,137,11,HOU,Houston Rockets,128
15908611,2025-03-03,2024,Final,4,Final,False,,,,7,DAL,Dallas Mavericks,98,26,SAC,Sacramento Kings,122
15908612,2025-03-03,2024,Final,4,Final,False,,,,29,UTA,Utah Jazz,106,9,DET,Detroit Pistons,134
15908613,2025-03-04,2024,Final,4,Final,False,,,,12,IND,Indiana Pacers,115,11,HOU,Houston Rockets,102
15908614,2025-03-04,2024,Final,4,Final,False,,,,22,ORL,Orlando Magic,113,28,TOR,Toronto Raptors,114
15908615,2025-03-04,2024,Final,4,Final,False,,,,1,ATL,Atlanta Hawks,121,17,MIL,Milwaukee Bucks,127
15908616,2025-03-04,2024,Final,4,Final,False,,,,20,NYK,New York Knicks,102,10,GSW,Golden State Warriors,114
15908617,2025-03-04,2024,Final,4,Final,False,,,,5,CHI,Chicago Bulls,117,6,CLE,Cleveland Cavaliers,139
15908618,2025-03-04,2024,Final,4,Final,False,,,,18,MIN,Minnesota Timberwolves,126,23,PHI,Philadelphia 76ers,112
15908619,2025-03-04,2024,Final,4,Final,False,,,,27,SAS,San Antonio Spurs,127,3,BKN,Brooklyn Nets,113
15908620,2025-03-04,2024,Final,4,Final,False,,,,24,PHX,Phoenix Suns,119,13,LAC,LA Clippers,117
15908621,2025-03-04,2024,Final,4,Final,False,,,,14,LAL,Los Angeles Lakers,136,19,NOP,New Orleans Pelicans,115
15908622,2025-03-05,2024,Final,4,Final,False,,,,2,BOS,Boston Celtics,128,25,POR,Portland Trail Blazers,118
15908623,2025-03-05,2024,Final,4,Final,False,,,,4,CHA,Charlotte Hornets,110,18,MIN,Minnesota Timberwolves,125
15908624,2025-03-05,2024,Final,4,Final,False,,,,6,CLE,Cleveland Cavaliers,112,16,MIA,Miami Heat,107
15908625,2025-03-05,2024,Final,4,Final,False,,,,30,WAS,Washington Wizards,125,29,UTA,Utah Jazz,122
15908626,2025-03-05,2024,Final,4,Final,False,,,,15,MEM,Memphis Grizzlies,103,21,OKC,Oklahoma City Thunder,120
15908627,2025-03-05,2024,Final,4,Final,False,,,,8,DEN,Denver Nuggets,116,26,SAC,Sacramento Kings,110
15908628,2025-03-05,2024,Final,4,Final,False,,,,17,MIL,Milwaukee Bucks,137,7,DAL,Dallas Mavericks,107
15908629,2025-03-05,2024,Final,4,Final,False,,,,13,LAC,LA Clippers,123,9,DET,Detroit Pistons,115
15908630,2025-03-06,2024,Final,4,Final,False,,,,1,ATL,Atlanta Hawks,124,12,IND,Indiana Pacers,118
15908631,2025-03-06,2024,Final,4,Final,False,,,,2,BOS,Boston Celtics,123,23,PHI,Philadelphia 76ers,105
15908632,2025-03-06,2024,Final,4,Final,False,,,,3,BKN,Brooklyn Nets,119,10,GSW,Golden State Warriors,121
15908633,2025-03-06,2024,Final,4,Final,False,,,,19,NOP,New Orleans Pelicans,97,11,HOU,Houston Rockets,109
15908634,2025-03-06,2024,Final,5,Final,False,,,,14,LAL,Los Angeles Lakers,113,20,NYK,New York Knicks,109
15908675,2025-03-06,2024,Final,4,Final,False,,,,22,ORL,Orlando Magic,123,5,CHI,Chicago Bulls,125
15908635,2025-03-07,2024,Final,4,Final,False,,,,4,CHA,Charlotte Hornets,117,6,CLE,Cleveland Cavaliers,118
15908636,2025-03-07,2024,Final,4,Final,False,,,,28,TOR,Toronto Raptors,118,29,UTA,Utah Jazz,109
15908637,2025-03-07,2024,Final,4,Final,False,,,,7,DAL,Dallas Mavericks,111,15,MEM,Memphis Grizzlies,122
15908638,2025-03-07,2024,Final,4,Final,False,,,,16,MIA,Miami Heat,104,18,MIN,Minnesota Timberwolves,106
15908639,2025-03-07,2024,Final,4,Final,False,,,,21,OKC,Oklahoma City Thunder,107,25,POR,Portland Trail Blazers,89
15908640,2025-03-07,2024,Final,5,Final,False,,,,8,DEN,Denver Nuggets,149,24,PHX,Phoenix Suns,141
15908641,2025-03-07,2024,Final,4,Final,False,,,,26,SAC,Sacramento Kings,127,27,SAS,San Antonio Spurs,109
15908642,2025-03-07,2024,Final,4,Final,False,,,,13,LAC,LA Clippers,105,20,NYK,New York Knicks,95
15908643,2025-03-08,2024,Final,4,Final,False,,,,4,CHA,Charlotte Hornets,105,3,BKN,Brooklyn Nets,102
15908644,2025-03-08,2024,Final,4,Final,False,,,,11,HOU,Houston Rockets,146,19,NOP,New Orleans Pelicans,117
15908645,2025-03-08,2024,Final,4,Final,False,,,,1,ATL,Atlanta Hawks,120,12,IND,Indiana Pacers,118
15908646,2025-03-08,2024,Final,4,Final,False,,,,28,TOR,Toronto Raptors,117,30,WAS,Washington Wizards,118
15908647,2025-03-08,2024,Final,4,Final,False,,,,16,MIA,Miami Heat,109,5,CHI,Chicago Bulls,114
15908648,2025-03-08,2024,Final,4,Final,False,,,,17,MIL,Milwaukee Bucks,109,22,ORL,Orlando Magic,111
15908649,2025-03-08,2024,Final,4,Final,False,,,,2,BOS,Boston Celtics,111,14,LAL,Los Angeles Lakers,101
15908650,2025-03-08,2024,Final,4,Final,False,,,,10,GSW,Golden State Warriors,115,9,DET,Detroit Pistons,110
15908651,2025-03-09,2024,Final,4,Final,False,,,,21,OKC,Oklahoma City Thunder,127,8,DEN,Denver Nuggets,103
15908652,2025-03-09,2024,Final,4,Final,False,,,,7,DAL,Dallas Mavericks,116,24,PHX,Phoenix Suns,125
15908653,2025-03-09,2024,Final,4,Final,False,,,,17,MIL,Milwaukee Bucks,100,6,CLE,Cleveland Cavaliers,112
15908654,2025-03-09,2024,Final,4,Final,False,,,,19,NOP,New Orleans Pelicans,104,15,MEM,Memphis Grizzlies,107
15908655,2025-03-09,2024,Final,4,Final,False,,,,23,PHI,Philadelphia 76ers,126,29,UTA,Utah Jazz,122
15908656,2025-03-09,2024,Final,4,Final,False,,,,18,MIN,Minnesota Timberwolves,141,27,SAS,San Antonio Spurs,124
15908657,2025-03-09,2024,Final,4,Final,False,,,,25,POR,Portland Trail Blazers,112,9,DET,Detroit Pistons,119
15908658,2025-03-09,2024,Final,5,Final,False,,,,13,LAC,LA Clippers,111,26,SAC,Sacramento Kings,110
15908659,2025-03-10,2024,Final,4,Final,False,,,,1,ATL,Atlanta Hawks,132,23,PHI,Philadelphia 76ers,123
15908660,2025-03-10,2024,Final,4,Final,False,,,,2,BOS,Boston Celtics,114,29,UTA,Utah Jazz,108
15908661,2025-03-10,2024,Final,4,Final,False,,,,3,BKN,Brooklyn Nets,111,14,LAL,Los Angeles Lakers,108
15908662,2025-03-10,2024,Final,4,Final,False,,,,16,MIA,Miami Heat,102,4,CHA,Charlotte Hornets,105
15908663,2025-03-10,2024,Final,4,Final,False,,,,28,TOR,Toronto Raptors,119,30,WAS,Washington Wizards,104
15908664,2025-03-10,2024,Final,4,Final,False,,,,5,CHI,Chicago Bulls,121,12,IND,Indiana Pacers,103
15908665,2025-03-10,2024,Final,4,Final,False,,,,11,HOU,Houston Rockets,97,22,ORL,Orlando Magic,84
15908666,2025-03-10,2024,Final,4,Final,False,,,,15,MEM,Memphis Grizzlies,120,24,PHX,Phoenix Suns,118
15908667,2025-03-10,2024,Final,4,Final,False,,,,21,OKC,Oklahoma City Thunder,127,8,DEN,Denver Nuggets,140
15908668,2025-03-10,2024,Final,4,Final,False,,,,27,SAS,San Antonio Spurs,129,7,DAL,Dallas Mavericks,133
15908669,2025-03-10,2024,Final,4,Final,False,,,,10,GSW,Golden State Warriors,130,25,POR,Portland Trail Blazers,120
15908670,2025-03-10,2024,Final,4,Final,False,,,,26,SAC,Sacramento Kings,104,20,NYK,New York Knicks,133
15908671,2025-03-11,2024,Final,4,Final,False,,,,6,CLE,Cleveland Cavaliers,109,3,BKN,Brooklyn Nets,104
15908672,2025-03-11,2024,Final,4,Final,False,,,,9,DET,Detroit Pistons,123,30,WAS,Washington Wizards,103
15908673,2025-03-11,2024,Final,4,Final,False,,,,12,IND,Indiana Pacers,115,17,MIL,Milwaukee Bucks,114
15908674,2025-03-11,2024,Final,4,Final,False,,,,19,NOP,New Orleans Pelicans,127,13,LAC,LA Clippers,120
15908676,2025-03-12,2024,Final,4,Final,False,,,,1,ATL,Atlanta Hawks,123,4,CHA,Charlotte Hornets,110
15908677,2025-03-12,2024,Final,4,Final,False,,,,2,BOS,Boston Celtics,112,21,OKC,Oklahoma City Thunder,118
15908678,2025-03-12,2024,Final,4,Final,False,,,,28,TOR,Toronto Raptors,118,23,PHI,Philadelphia 76ers,105
15908679,2025-03-12,2024,Final,4,Final,False,,,,16,MIA,Miami Heat,104,13,LAC,LA Clippers,119
15908680,2025-03-12,2024,Final,4,Final,False,,,,11,HOU,Houston Rockets,111,24,PHX,Phoenix Suns,104
15908681,2025-03-12,2024,Final,4,Final,False,,,,15,MEM,Memphis Grizzlies,122,29,UTA,Utah Jazz,115
15908682,2025-03-12,2024,Final,4,Final,False,,,,27,SAS,San Antonio Spurs,126,7,DAL,Dallas Mavericks,116
15908683,2025-03-12,2024,Final,4,Final,False,,,,8,DEN,Denver Nuggets,95,18,MIN,Minnesota Timberwolves,115
15908684,2025-03-12,2024,Final,5,Final,False,,,,25,POR,Portland Trail Blazers,113,20,NYK,New York Knicks,114
15908685,2025-03-13,2024,Final,4,Final,False,,,,9,DET,Detroit Pistons,125,30,WAS,Washington Wizards,129
15908686,2025-03-13,2024,Final,4,Final,False,,,,17,MIL,Milwaukee Bucks,126,14,LAL,Los Angeles Lakers,106
15908687,2025-03-13,2024,Final,4,Final,False,,,,5,CHI,Chicago Bulls,116,3,BKN,Brooklyn Nets,110
15908688,2025-03-13,2024,Final,4,Final,False,,,,10,GSW,Golden State Warriors,130,26,SAC,Sacramento Kings,104
15908872,2025-03-13,2024,Final,4,Final,False,,,,19,NOP,New Orleans Pelicans,93,22,ORL,Orlando Magic,113
15908689,2025-03-14,2024,Final,4,Final,False,,,,16,MIA,Miami Heat,91,2,BOS,Boston Celtics,103
15908690,2025-03-14,2024,Final,4,Final,False,,,,23,PHI,Philadelphia 76ers,100,12,IND,Indiana Pacers,112
15908691,2025-03-14,2024,Final,4,Final,False,,,,1,ATL,Atlanta Hawks,98,13,LAC,LA Clippers,121
15908692,2025-03-14,2024,Final,4,Final,False,,,,11,HOU,Houston Rockets,133,7,DAL,Dallas Mavericks,96
15908693,2025-03-14,2024,Final,4,Final,False,,,,15,MEM,Memphis Grizzlies,124,6,CLE,Cleveland Cavaliers,133
15908694,2025-03-14,2024,Final,4,Final,False,,,,18,MIN,Minnesota Timberwolves,118,22,ORL,Orlando Magic,111
15908695,2025-03-14,2024,Final,4,Final,False,,,,27,SAS,San Antonio Spurs,134,4,CHA,Charlotte Hornets,145
15908696,2025-03-14,2024,Final,4,Final,False,,,,8,DEN,Denver Nuggets,131,14,LAL,Los Angeles Lakers,126
15908697,2025-03-14,2024,Final,4,Final,False,,,,29,UTA,Utah Jazz,118,28,TOR,Toronto Raptors,126
15908698,2025-03-14,2024,Final,4,Final,False,,,,24,PHX,Phoenix Suns,122,26,SAC,Sacramento Kings,106
15908699,2025-03-15,2024,Final,4,Final,False,,,,3,BKN,Brooklyn Nets,113,2,BOS,Boston Celtics,115
15908700,2025-03-15,2024,Final,4,Final,False,,,,9,DET,Detroit Pistons,107,21,OKC,Oklahoma City Thunder,113
15908701,2025-03-15,2024,Final,4,Final,False,,,,11,HOU,Houston Rockets,117,5,CHI,Chicago Bulls,114
15908702,2025-03-15,2024,Final,4,Final,False,,,,15,MEM,Memphis Grizzlies,125,16,MIA,Miami Heat,91
15908703,2025-03-15,2024,Final,4,Final,False,,,,17,MIL,Milwaukee Bucks,126,12,IND,Indiana Pacers,119
15908704,2025-03-15,2024,Final,4,Final,False,,,,27,SAS,San Antonio Spurs,119,19,NOP,New Orleans Pelicans,115
15908705,2025-03-15,2024,Final,4,Final,False,,,,10,GSW,Golden State Warriors,97,20,NYK,New York Knicks,94
15908706,2025-03-15,2024,Final,4,Final,False,,,,8,DEN,Denver Nuggets,123,30,WAS,Washington Wizards,126
15907975,2025-03-16,2024,Final,4,Final,False,,,,13,LAC,LA Clippers,123,4,CHA,Charlotte Hornets,88
15908707,2025-03-16,2024,Final,4,Final,False,,,,7,DAL,Dallas Mavericks,125,23,PHI,Philadelphia 76ers,130
15908708,2025-03-16,2024,Final,4,Final,False,,,,14,LAL,Los Angeles Lakers,107,24,PHX,Phoenix Suns,96
15908709,2025-03-16,2024,Final,4,Final,False,,,,3,BKN,Brooklyn Nets,122,1,ATL,Atlanta Hawks,114
15908710,2025-03-16,2024,Final,4,Final,False,,,,6,CLE,Cleveland Cavaliers,103,22,ORL,Orlando Magic,108
15908711,2025-03-16,2024,Final,4,Final,False,,,,25,POR,Portland Trail Blazers,105,28,TOR,Toronto Raptors,102
15908712,2025-03-16,2024,Final,4,Final,False,,,,18,MIN,Minnesota Timberwolves,128,29,UTA,Utah Jazz,102
15908713,2025-03-16,2024,Final,4,Final,False,,,,17,MIL,Milwaukee Bucks,105,21,OKC,Oklahoma City Thunder,121
15907974,2025-03-17,2024,Final,4,Final,False,,,,14,LAL,Los Angeles Lakers,125,27,SAS,San Antonio Spurs,109
15908715,2025-03-17,2024,Final,4,Final,False,,,,20,NYK,New York Knicks,116,16,MIA,Miami Heat,95
15908716,2025-03-17,2024,Final,5,Final,False,,,,11,HOU,Houston Rockets,144,23,PHI,Philadelphia 76ers,137
15908717,2025-03-17,2024,Final,5,Final,False,,,,18,MIN,Minnesota Timberwolves,130,12,IND,Indiana Pacers,132
15908718,2025-03-17,2024,Final,4,Final,False,,,,19,NOP,New Orleans Pelicans,81,9,DET,Detroit Pistons,127
15908720,2025-03-17,2024,Final,4,Final,False,,,,29,UTA,Utah Jazz,97,5,CHI,Chicago Bulls,111
15908721,2025-03-17,2024,Final,4,Final,False,,,,10,GSW,Golden State Warriors,105,8,DEN,Denver Nuggets,114
15908722,2025-03-17,2024,Final,4,Final,False,,,,24,PHX,Phoenix Suns,129,28,TOR,Toronto Raptors,89
15908723,2025-03-17,2024,Final,4,Final,False,,,,26,SAC,Sacramento Kings,132,15,MEM,Memphis Grizzlies,122
15908726,2025-03-17,2024,Final,4,Final,False,,,,25,POR,Portland Trail Blazers,112,30,WAS,Washington Wizards,97
15908724,2025-03-18,2024,Final,4,Final,False,,,,4,CHA,Charlotte Hornets,102,1,ATL,Atlanta Hawks,134
15908725,2025-03-18,2024,Final,4,Final,False,,,,2,BOS,Boston Celtics,104,3,BKN,Brooklyn Nets,96
15908728,2025-03-18,2024,Final,4,Final,False,,,,13,LAC,LA Clippers,132,6,CLE,Cleveland Cavaliers,119
15908743,2025-03-18,2024,Final,4,Final,False,,,,10,GSW,Golden State Warriors,104,17,MIL,Milwaukee Bucks,93
15908064,2025-03-19,2024,Final,4,Final,False,,,,29,UTA,Utah Jazz,128,30,WAS,Washington Wizards,112
15908729,2025-03-19,2024,Final,4,Final,False,,,,12,IND,Indiana Pacers,135,7,DAL,Dallas Mavericks,131
15908730,2025-03-19,2024,Final,4,Final,False,,,,22,ORL,Orlando Magic,108,11,HOU,Houston Rockets,116
15908731,2025-03-19,2024,Final,4,Final,False,,,,16,MIA,Miami Heat,113,9,DET,Detroit Pistons,116
15908732,2025-03-19,2024,Final,4,Final,False,,,,18,MIN,Minnesota Timberwolves,115,19,NOP,New Orleans Pelicans,119
15908733,2025-03-19,2024,Final,4,Final,False,,,,21,OKC,Oklahoma City Thunder,133,23,PHI,Philadelphia 76ers,100
15908734,2025-03-19,2024,Final,4,Final,False,,,,27,SAS,San Antonio Spurs,120,20,NYK,New York Knicks,105
15908737,2025-03-19,2024,Final,4,Final,False,,,,14,LAL,Los Angeles Lakers,120,8,DEN,Denver Nuggets,108
15908738,2025-03-19,2024,Final,4,Final,False,,,,24,PHX,Phoenix Suns,127,5,CHI,Chicago Bulls,121
15908739,2025-03-19,2024,Final,4,Final,False,,,,25,POR,Portland Trail Blazers,115,15,MEM,Memphis Grizzlies,99
15908740,2025-03-19,2024,Final,4,Final,False,,,,26,SAC,Sacramento Kings,123,6,CLE,Cleveland Cavaliers,119
15908727,2025-03-20,2024,Final,4,Final,False,,,,14,LAL,Los Angeles Lakers,89,17,MIL,Milwaukee Bucks,118
15908736,2025-03-20,2024,Final,4,Final,False,,,,10,GSW,Golden State Warriors,117,28,TOR,Toronto Raptors,114
15908741,2025-03-20,2024,Final,4,Final,False,,,,4,CHA,Charlotte Hornets,115,20,NYK,New York Knicks,98
15908742,2025-03-20,2024,Final,5,Final,False,,,,12,IND,Indiana Pacers,105,3,BKN,Brooklyn Nets,99
15908744,2025-03-20,2024,Final,4,Final,False,,,,26,SAC,Sacramento Kings,116,5,CHI,Chicago Bulls,128
15908745,2025-03-21,2024,Final,4,Final,False,,,,30,WAS,Washington Wizards,105,22,ORL,Orlando Magic,120
15908746,2025-03-21,2024,Final,4,Final,False,,,,16,MIA,Miami Heat,98,11,HOU,Houston Rockets,102
15908747,2025-03-21,2024,Final,4,Final,False,,,,18,MIN,Minnesota Timberwolves,134,19,NOP,New Orleans Pelicans,93
15908748,2025-03-21,2024,Final,4,Final,False,,,,21,OKC,Oklahoma City Thunder,141,4,CHA,Charlotte Hornets,106
15908749,2025-03-21,2024,Final,4,Final,False,,,,27,SAS,San Antonio Spurs,128,23,PHI,Philadelphia 76ers,120
15908750,2025-03-21,2024,Final,4,Final,False,,,,7,DAL,Dallas Mavericks,123,9,DET,Detroit Pistons,117
15908751,2025-03-21,2024,Final,4,Final,False,,,,29,UTA,Utah Jazz,99,2,BOS,Boston Celtics,121
15908752,2025-03-21,2024,Final,4,Final,False,,,,24,PHX,Phoenix Suns,123,6,CLE,Cleveland Cavaliers,112
15908753,2025-03-21,2024,Final,4,Final,False,,,,25,POR,Portland Trail Blazers,128,8,DEN,Denver Nuggets,109
15908754,2025-03-21,2024,Final,4,Final,False,,,,13,LAC,LA Clippers,128,15,MEM,Memphis Grizzlies,108
15908755,2025-03-22,2024,Final,4,Final,False,,,,12,IND,Indiana Pacers,108,3,BKN,Brooklyn Nets,103
15908756,2025-03-22,2024,Final,4,Final,False,,,,1,ATL,Atlanta Hawks,124,10,GSW,Golden State Warriors,115
15908757,2025-03-22,2024,Final,4,Final,False,,,,20,NYK,New York Knicks,122,30,WAS,Washington Wizards,103
15908758,2025-03-22,2024,Final,4,Final,False,,,,26,SAC,Sacramento Kings,108,17,MIL,Milwaukee Bucks,114
15908759,2025-03-22,2024,Final,4,Final,False,,,,14,LAL,Los Angeles Lakers,115,5,CHI,Chicago Bulls,146
15908760,2025-03-23,2024,Final,4,Final,False,,,,9,DET,Detroit Pistons,136,19,NOP,New Orleans Pelicans,130
15908761,2025-03-23,2024,Final,4,Final,False,,,,29,UTA,Utah Jazz,91,6,CLE,Cleveland Cavaliers,120
15908762,2025-03-23,2024,Final,4,Final,False,,,,1,ATL,Atlanta Hawks,132,23,PHI,Philadelphia 76ers,119
15908763,2025-03-23,2024,Final,4,Final,False,,,,16,MIA,Miami Heat,122,4,CHA,Charlotte Hornets,105
15908764,2025-03-23,2024,Final,4,Final,False,,,,28,TOR,Toronto Raptors,89,27,SAS,San Antonio Spurs,123
15908765,2025-03-23,2024,Final,4,Final,False,,,,25,POR,Portland Trail Blazers,116,2,BOS,Boston Celtics,129
15908766,2025-03-23,2024,Final,4,Final,False,,,,11,HOU,Houston Rockets,111,8,DEN,Denver Nuggets,116
15908767,2025-03-23,2024,Final,4,Final,False,,,,13,LAC,LA Clippers,101,21,OKC,Oklahoma City Thunder,103
15908768,2025-03-24,2024,Final,4,Final,False,,,,12,IND,Indiana Pacers,119,18,MIN,Minnesota Timberwolves,103
15908769,2025-03-24,2024,Final,4,Final,False,,,,22,ORL,Orlando Magic,118,14,LAL,Los Angeles Lakers,106
15908770,2025-03-24,2024,Final,4,Final,False,,,,30,WAS,Washington Wizards,104,28,TOR,Toronto Raptors,112
15908771,2025-03-24,2024,Final,4,Final,False,,,,3,BKN,Brooklyn Nets,101,7,DAL,Dallas Mavericks,120
15908772,2025-03-24,2024,Final,4,Final,False,,,,19,NOP,New Orleans Pelicans,112,23,PHI,Philadelphia 76ers,99
15908773,2025-03-24,2024,Final,4,Final,False,,,,8,DEN,Denver Nuggets,119,5,CHI,Chicago Bulls,129
15908774,2025-03-24,2024,Final,4,Final,False,,,,24,PHX,Phoenix Suns,108,17,MIL,Milwaukee Bucks,106
15908775,2025-03-24,2024,Final,4,Final,False,,,,26,SAC,Sacramento Kings,95,2,BOS,Boston Celtics,113
15908776,2025-03-25,2024,Final,4,Final,False,,,,4,CHA,Charlotte Hornets,104,22,ORL,Orlando Magic,111
